,Label
50598,0
24370,1
42277,0
7080,1
22785,1
28989,1
34126,0
46887,1
54498,1
54269,1
54094,1
52605,1
21657,1
14645,0
8805,1
17689,0
17029,0
18819,0
14722,1
7545,0
26308,1
33232,0
35471,1
9792,0
16150,0
33200,0
23209,1
32644,1
3921,0
45383,1
30745,1
48301,0
1446,1
20478,0
38449,1
33073,0
35364,1
33711,1
7576,0
43588,0
5474,0
14605,0
46541,0
38030,1
2536,1
26883,0
49024,1
49644,0
42086,1
22023,1
20205,0
21717,0
10094,0
8162,1
26940,1
11014,1
15413,0
26459,1
27624,1
19630,0
45753,0
49247,0
30608,0
16596,1
56070,0
31029,1
35316,0
24722,0
18129,1
40333,0
39933,0
18745,1
12326,0
30221,0
28750,1
13076,0
18275,1
35366,1
31490,1
25074,0
28621,0
41080,1
13565,0
17222,0
8976,0
26129,0
16225,0
271,0
26303,1
11301,0
35252,1
78,0
40819,1
8295,1
8794,0
9311,0
45072,1
22322,0
50560,1
15586,1
38759,1
36487,0
17275,1
36227,1
35226,0
43773,0
25423,1
1086,0
19437,1
53834,1
28177,1
24451,0
34285,0
17394,1
52802,0
17147,1
12002,1
38042,0
29599,1
50960,0
4260,0
31433,0
12509,0
10450,0
36504,0
34923,0
50477,1
29074,1
56259,1
5917,0
17091,0
43177,1
34208,0
47252,1
30712,1
50717,1
33542,0
21375,0
35454,1
42875,0
19560,0
30962,0
25476,1
40424,0
54900,0
47792,0
15122,0
35926,1
30516,0
31834,1
12486,0
43429,1
13916,1
23694,0
17666,1
5944,0
21254,0
52553,0
28049,1
39552,1
41430,1
31794,0
35572,1
38,0
582,1
6013,0
6148,0
4248,0
48233,1
26021,1
14754,0
29656,0
50148,0
55394,1
14388,1
53838,1
7209,1
40250,1
4485,1
10691,1
41014,1
19647,1
3722,0
11217,0
40011,0
2508,1
28347,0
23151,1
49905,0
48799,1
54130,1
51793,1
3418,1
9304,1
42027,0
45436,1
18950,1
19748,1
36462,0
12329,1
2215,0
1509,0
45265,0
6872,0
56252,1
46148,1
31331,1
36330,0
53041,1
7891,0
31234,1
26317,0
48707,1
20156,1
27328,0
38821,1
12729,0
24347,0
21775,0
54545,1
13594,0
55370,0
22629,1
30514,0
48353,0
39542,0
19342,0
36973,1
9801,0
32943,0
42619,1
53598,0
48005,1
30131,0
14461,1
16092,0
40038,0
15735,1
30364,1
16676,1
30599,0
39189,0
50014,1
4346,1
12070,0
34790,1
44213,0
15953,0
53054,0
38525,1
5157,1
29180,0
45389,0
27340,1
13362,0
18881,0
31441,0
41843,0
56910,0
2149,0
13371,1
54485,1
13292,0
21681,0
11022,1
46750,1
35972,1
32153,1
42337,1
727,0
7554,0
6884,0
29040,1
29703,1
47849,0
54790,0
32909,1
24072,1
52614,1
38436,1
2624,0
3035,1
19907,0
36022,0
22734,0
32175,0
35915,0
9110,0
57150,0
9901,1
8378,1
48653,1
52368,1
23889,1
24320,0
53644,0
40148,1
18157,1
25352,1
47748,1
43815,1
47568,1
5061,0
23987,0
32541,1
14800,0
24984,0
21661,1
51307,1
16538,1
35249,1
34124,1
49103,0
49185,1
45403,1
8822,1
51043,1
55148,1
54803,1
7712,1
890,0
40497,0
17273,0
41348,1
21641,0
16208,1
32778,0
15264,1
44087,1
21565,1
44623,1
8639,1
18746,0
2071,1
36779,1
2628,1
53704,1
7679,1
2796,1
17577,0
40412,0
19446,1
2416,1
25467,1
47409,0
26743,1
2587,0
51980,1
38614,1
26162,1
55748,1
55357,1
50318,0
7341,1
37144,0
17952,0
12479,1
8951,0
13392,0
49486,1
18025,0
7473,0
37933,1
37629,0
41669,1
28973,0
8581,1
6278,1
34586,1
12744,0
10310,0
45004,0
3084,0
15398,0
21473,1
17006,1
23808,0
56989,1
413,1
53094,1
12170,0
29641,1
38198,1
23641,1
51846,0
31696,0
35701,0
25977,1
48790,0
54165,1
25820,1
32770,1
23248,0
54496,1
17357,1
44842,1
49926,1
51148,0
20546,0
44203,1
36220,0
32430,0
25520,0
27592,1
23299,1
52138,1
17540,0
55187,0
16102,0
1634,1
8142,1
43149,1
50561,0
12717,0
15270,1
50731,1
1862,1
11919,0
17915,1
28309,0
25551,0
11079,0
3754,1
12567,0
1384,0
35958,1
17314,0
39173,1
12815,1
43900,0
2401,1
55243,0
14061,1
36673,1
56835,0
42177,1
13485,0
50594,0
28437,0
18013,0
30059,0
47718,0
56384,0
38835,1
1968,0
28169,0
19169,0
56553,0
44838,1
20867,1
48424,0
1372,0
31161,1
24090,0
51402,1
44541,1
23062,1
6959,1
3433,1
57057,1
14080,0
56840,0
53649,1
13839,1
31425,0
9102,0
26935,1
49161,0
35843,1
26830,1
31071,0
7978,1
42789,1
9043,0
39577,0
14967,1
40527,1
22507,0
14945,1
27183,0
41255,1
27625,0
34218,1
6919,1
23502,1
43597,0
39619,1
45804,1
29674,0
24210,1
36457,0
8736,0
44344,0
9302,0
55314,0
23258,1
54075,0
6207,0
18238,0
51616,0
34221,0
19861,1
51213,0
51176,0
19101,1
19688,0
37598,0
11696,0
38033,1
1437,1
10505,1
16707,1
43506,0
40489,1
27369,1
29597,0
56196,0
54508,1
29032,0
46663,1
44677,1
26548,0
43137,0
44020,0
2108,0
10465,0
52812,0
35304,0
15359,0
29639,1
19308,0
54775,0
16774,0
4263,0
800,0
3169,1
3074,0
14486,0
51534,0
12591,0
14996,0
31627,0
3812,1
36036,0
50989,1
45770,0
31103,1
37426,0
48340,1
35911,1
26640,0
17909,0
36499,1
7852,1
38043,0
41554,1
52086,1
49739,1
35905,1
17845,0
12997,1
44754,0
56180,0
54480,1
34009,0
42883,0
47520,0
18240,0
34752,1
28713,0
11328,0
14351,0
53437,1
9528,1
19984,1
19253,1
5056,1
22093,0
3078,1
11368,0
35759,1
35518,0
48076,1
22123,0
11857,0
35655,1
6257,1
50762,1
43656,0
35764,0
14890,0
56869,0
4938,1
52639,0
33350,0
12906,1
19489,1
33440,0
31435,0
42343,1
14052,0
21855,1
10192,0
25806,1
7417,0
56707,1
10354,1
14764,1
53189,1
306,0
9743,1
16607,0
55553,1
31440,0
56293,0
48715,0
29882,1
18280,0
47696,0
20706,0
9723,1
18936,1
2821,1
38147,0
31828,1
27903,1
28588,1
16131,1
84,0
31496,0
2477,0
9402,0
39008,1
47011,1
46133,0
40993,1
55414,0
14028,0
54469,1
26855,0
14726,0
30862,0
52674,0
55019,1
47082,0
1594,0
22144,1
24976,1
12207,1
32390,1
45007,0
28341,1
53742,1
36006,1
15249,1
43192,1
11793,1
42559,0
49364,0
49655,1
2184,1
1814,0
14574,0
49144,1
19801,0
56118,0
1554,1
37309,0
33256,1
34838,0
15276,1
19073,0
4015,1
12700,1
40480,1
32512,0
30344,1
38962,0
44568,0
49371,0
13769,1
52066,1
32312,1
44469,0
50575,0
42493,0
12864,1
46041,1
23142,0
1816,0
22816,1
32763,0
43208,0
31050,0
4515,0
52490,1
2969,1
34176,1
27751,1
5559,0
2091,0
9880,0
56317,1
8834,0
10601,1
22606,0
47732,0
50719,0
26847,0
18753,0
16970,0
34659,0
52411,0
47283,1
4885,1
34904,0
22861,0
48934,1
29284,1
44829,1
20371,1
51396,1
52545,1
37134,0
37163,1
15118,0
57014,0
52041,1
52941,0
18281,0
44228,0
17834,1
16865,1
3341,0
17541,1
29888,0
41064,0
4195,0
19012,0
14032,1
40354,1
7617,0
35216,1
10533,0
42442,0
27934,0
47258,1
47784,0
50604,0
3656,1
3975,1
24711,0
13049,0
47289,1
36556,0
5277,0
40176,1
46338,1
31837,0
32808,1
39887,1
48179,1
22120,1
44159,1
45354,0
26615,0
33602,0
54728,0
12794,1
43655,1
42227,1
28167,0
36911,1
28494,1
14971,0
37958,1
29947,0
20910,1
38345,1
24111,1
43775,1
25631,1
11643,0
33476,1
37865,1
49864,1
24015,0
50940,1
33887,1
42253,0
29801,0
13083,0
42226,1
17948,1
40537,1
42298,0
41472,0
38014,0
26962,0
48961,0
27249,0
10391,1
16744,1
23626,0
48507,1
11268,1
18329,0
10549,0
28777,0
23703,1
24153,1
30085,1
32033,1
24800,0
39380,0
40283,1
52253,0
29203,0
62,0
28233,1
48174,0
19020,1
36777,0
9244,1
30508,1
32428,1
31140,0
47579,1
21576,1
25206,0
46371,0
4620,1
33011,0
55447,0
5769,1
15213,1
49643,1
39067,1
9206,1
44542,0
39295,1
9770,1
27217,1
20849,0
28572,0
44593,0
42153,0
40813,0
45481,0
56442,1
30231,1
21573,0
29968,1
34820,1
16450,1
47219,0
15479,0
22534,1
10507,0
9173,0
53242,0
18254,1
13762,0
38802,1
6772,1
51570,0
10414,1
51,1
27772,1
26195,1
56801,0
21347,1
46462,0
3647,0
57072,1
55025,0
42655,0
4550,0
24109,1
2348,0
33016,1
28343,1
46540,0
24837,0
26960,1
46769,0
3497,0
4971,1
25299,0
29079,1
47352,0
52097,0
50683,0
51451,0
52450,1
25922,0
40516,0
41850,1
50517,1
35055,0
16594,0
21684,1
8601,1
6568,1
34184,0
36971,0
8679,1
4860,0
9547,1
31956,0
14122,0
48568,0
28620,0
49249,1
14469,1
11762,0
11600,0
4,1
39565,1
33546,1
43830,1
14720,1
40383,1
49804,1
11426,0
4612,1
5910,1
19555,1
13830,1
21373,1
16441,1
49534,1
49771,0
31200,1
21208,0
44302,1
39119,0
28611,0
30879,1
46021,0
23893,0
6493,1
11759,1
33417,1
12022,0
31487,0
11171,0
5213,1
37718,1
47495,1
21300,1
47724,0
28525,1
49507,0
40782,1
41353,1
33527,1
17760,0
19869,0
36906,0
15174,1
48753,0
27246,1
30356,0
46000,0
40028,1
44585,1
47937,0
40067,0
49152,0
23530,1
18302,1
18713,1
42209,1
695,0
15940,0
43629,1
44059,1
43384,0
21029,1
21882,0
39764,0
33466,1
41562,0
42790,0
19079,1
41390,1
25148,0
22758,0
20646,1
49708,1
29356,1
155,1
48857,0
43430,1
3285,0
47213,1
24466,1
18287,0
31638,1
57134,0
7706,1
18542,0
29523,0
509,1
35639,0
43598,1
3781,0
26674,1
22674,1
52609,0
33963,0
14584,0
33166,1
31874,1
6477,1
31582,0
42588,1
30929,1
38027,1
44598,0
7577,0
4837,1
940,0
27557,1
42087,1
28232,1
3346,0
47311,1
720,0
18590,1
14066,1
7880,0
27363,0
44531,1
34430,0
3821,0
24075,0
13934,1
41309,0
28078,1
27413,0
55925,0
12775,0
29784,0
45137,1
55747,0
32706,0
38757,1
47690,1
35470,0
53258,0
50351,0
57051,1
51783,1
26338,1
28950,0
3889,0
45875,1
23652,1
19104,0
9752,1
15175,1
8475,1
21907,1
27943,1
7436,1
33981,1
22879,1
25941,1
31686,0
30567,1
53741,1
53089,0
1962,1
33046,0
34464,1
52893,1
29665,0
47092,0
48748,1
20109,0
44256,0
15729,0
44334,1
48589,0
28638,0
995,0
1774,0
19457,0
31569,0
30899,1
4833,1
37275,1
44627,1
42450,1
2095,0
41506,1
13,0
51479,0
17698,0
14483,0
34033,0
27703,0
53375,0
16091,1
6760,0
28869,0
21329,0
1740,0
49252,1
27824,1
27016,1
24204,1
5969,1
43519,1
6010,1
2652,1
37469,0
3289,1
12221,0
11271,0
4968,1
25047,1
31485,0
38965,1
49354,1
30723,1
49785,0
42804,0
8707,1
35580,1
25715,0
51629,1
44503,1
18394,1
5637,0
2430,1
25069,0
55475,1
41941,1
41437,1
57056,1
13629,1
40536,0
31198,1
9356,1
12311,0
15008,1
11043,1
49057,0
7910,1
36735,1
27595,1
37705,0
37604,1
52615,1
50785,0
32513,0
33424,1
22999,0
19943,1
46132,1
26829,1
54571,1
48841,0
41047,1
2672,0
975,0
35354,0
31031,1
12212,0
14389,1
52805,0
37681,1
33225,0
16524,1
9881,0
22721,1
4754,0
14324,1
49090,0
34729,0
38528,0
26857,1
56506,0
28332,1
19496,0
35703,1
19905,0
53026,1
28039,0
54537,0
38326,0
48764,0
50603,0
14251,0
5344,1
14564,0
13176,0
55333,0
3112,1
27718,1
25351,0
55821,0
41383,0
41122,1
53010,1
36859,1
48562,1
30392,0
21407,1
21715,0
23670,0
29338,1
42309,1
17055,0
39834,1
28005,0
47088,0
35130,1
27442,1
55808,1
28303,1
10840,1
35199,0
16020,0
6244,0
36609,1
18388,1
11618,0
19499,0
16505,0
27089,0
33248,0
3002,1
5219,0
51267,1
23964,1
5939,1
19955,1
27576,1
5531,0
40591,1
44075,0
18481,0
26076,1
25827,1
2089,1
2753,0
36867,1
15414,1
52826,1
11491,1
43523,1
27357,1
42751,1
3249,1
32269,1
37505,1
41775,1
49601,1
33287,1
56668,0
21823,1
4183,1
8125,0
52618,1
46438,0
7789,0
48346,1
37812,0
34230,0
41683,1
5273,1
48444,0
18429,0
18977,1
56527,1
10111,1
43716,0
43017,1
11638,1
28142,0
29970,1
43127,1
7994,0
52658,0
55082,0
50465,1
28249,1
50879,0
25767,0
22312,1
24359,1
6980,0
56999,0
9290,1
1834,1
27650,0
45520,0
39853,0
25181,0
31364,0
34845,0
428,0
14943,0
10300,1
50835,0
27494,1
14231,0
50991,0
54080,1
3302,1
42992,0
45310,0
21872,1
51366,0
11568,0
22031,1
36540,0
24841,0
54296,0
34319,1
2757,0
45250,0
52220,1
29214,0
46709,0
32438,1
56409,1
708,0
32508,0
8911,1
5485,0
38686,0
10925,0
2047,1
15560,0
7901,0
22063,1
51182,0
31299,1
43311,0
28549,1
21881,0
42661,0
1235,1
37498,1
44520,0
55115,0
26028,0
52464,1
27311,0
56403,1
12372,1
5587,0
56696,1
41902,1
56215,0
46001,1
24696,0
53301,1
46552,0
48007,0
24422,1
12542,0
14692,1
33124,1
33233,0
34911,0
30114,1
6184,0
44705,1
45032,0
32273,0
119,1
41618,0
17020,1
48165,1
49582,0
46403,1
44704,0
35098,0
55815,1
22966,0
25893,1
29740,1
5643,0
28881,0
37645,0
21185,0
53961,1
6632,1
36219,1
19189,1
38314,1
6548,0
46222,0
55387,1
16846,1
42261,1
4937,0
13127,1
8705,0
22804,0
7820,0
12645,0
1589,1
44259,1
18915,0
33894,0
44466,1
10489,1
24297,0
5790,0
14646,1
6216,1
16649,0
52711,0
1872,0
52600,0
46871,1
4883,1
4311,0
43431,1
46594,1
2722,1
44321,1
39982,1
41360,0
15713,1
53573,1
36675,0
41084,1
51236,0
7235,0
56978,1
17651,0
2294,1
44786,1
12643,0
5652,0
12909,0
28681,0
50687,0
53293,1
11532,1
21785,1
28998,1
16677,0
54442,0
25610,0
40739,1
45794,0
44100,0
38880,1
50767,0
9208,1
41057,1
54914,0
31606,0
35969,1
23109,1
2061,0
38754,1
26087,1
39704,1
34962,1
10139,0
40791,0
15350,0
46546,0
30496,0
46997,1
53981,1
24496,0
42257,0
56463,1
5840,1
3701,0
2075,0
52748,1
1005,0
40691,0
20964,1
36331,1
7861,1
25283,1
42146,0
75,0
52426,0
4359,1
23739,1
16167,0
44785,0
28757,0
43585,0
48198,1
15794,0
12331,0
5140,1
44394,0
40075,1
34556,0
26696,1
22330,1
43242,0
9251,1
11714,1
25195,0
11030,1
15666,1
2936,0
28257,0
3491,1
13046,0
24125,0
26904,1
36495,0
13901,1
8476,0
8076,0
14983,1
27379,0
29095,1
29998,0
27940,1
46639,0
33487,1
5518,0
55594,0
49779,1
51368,1
48768,1
39754,1
31539,0
24807,1
5003,1
13862,0
56113,0
15544,0
32761,1
32976,0
41811,1
7126,0
6479,1
45810,1
807,1
54483,0
52161,1
21183,1
28652,1
36226,1
52710,0
2180,0
52465,0
47284,1
29531,0
55077,1
21716,0
31375,0
4339,1
32668,0
5819,0
9967,0
31607,0
8095,1
55247,0
50650,1
5801,0
35726,0
55776,0
8276,1
2282,0
34862,0
36304,1
5785,0
41467,1
34406,1
45603,0
32545,0
47610,1
31980,0
11666,1
6179,0
18295,0
25493,1
2863,0
12932,1
8563,0
15181,0
27264,0
36861,0
32209,0
6905,0
22562,1
39716,1
29353,1
23464,0
42697,0
12059,1
34338,1
37632,0
43686,1
18978,1
24910,0
10319,1
19495,0
26365,1
48437,0
14081,1
6280,1
6585,0
13520,1
10015,0
41176,1
20783,1
17522,0
56996,0
7221,0
48880,0
7208,1
29077,1
51792,0
38610,1
40324,1
30011,0
28093,0
55517,0
43258,0
19981,1
52415,1
56301,0
56092,1
34959,1
30052,1
19265,1
36607,0
7471,1
10432,1
14922,0
24272,0
41063,1
35237,0
37882,1
3048,1
19320,1
16778,1
18490,1
43994,0
14149,0
32405,1
53852,0
34052,0
8067,1
9488,1
36639,0
5347,1
32300,0
44481,1
12698,0
22379,0
42645,1
46613,1
15407,0
43700,1
15142,1
43694,1
35286,1
23342,0
17580,0
28092,0
11827,0
35886,1
15949,1
37263,0
47220,1
324,0
43997,1
33209,1
22702,1
33827,1
36594,0
22022,1
43361,0
54701,1
39296,1
5850,0
39653,0
38202,1
47390,1
54729,0
46108,1
45090,1
41243,1
22923,0
15591,0
26418,1
30592,0
18384,1
30337,1
53428,1
13110,0
36517,0
57177,0
22351,0
49066,1
25471,0
13624,0
12790,1
46447,1
11986,1
10955,0
17281,1
37250,1
27098,1
29930,0
14840,1
50208,1
47054,1
42427,1
27818,1
47793,0
44539,0
24634,0
6519,1
43395,0
44987,0
17895,0
30511,1
10009,0
49063,1
31771,1
55397,0
35189,1
36436,0
45568,1
6554,1
23014,1
7484,1
43456,0
41677,0
22275,1
24839,0
18846,1
28416,1
34487,0
19663,0
31314,0
24577,0
5430,1
27482,0
46973,0
25868,1
11218,0
44784,1
35077,0
22354,0
42064,1
57044,1
16919,0
56458,0
34104,0
38150,0
52324,1
28987,0
14518,0
47511,1
18935,1
14957,0
22564,0
4635,1
27390,0
8859,0
23520,0
2609,0
10539,0
16937,1
27832,1
55101,0
54191,1
14482,0
37208,0
30960,1
32855,0
12598,0
24542,0
26359,1
18891,0
27206,1
24470,1
33162,0
44460,0
36360,0
30695,1
48603,0
21152,0
52797,0
54320,1
18731,1
7774,0
15645,1
29111,1
46472,1
41513,0
37636,0
28985,0
50157,1
33538,0
46446,0
50264,1
1185,1
40421,1
35093,1
43949,1
29541,1
20108,1
22686,1
28471,0
45028,1
44863,0
15971,1
32109,0
27080,1
31530,0
48276,0
27008,1
52122,0
3032,1
51418,0
36507,1
20447,1
38513,0
54687,0
8064,1
50668,0
54339,0
12076,1
20135,0
14126,0
683,1
29878,0
9455,1
12256,0
43100,1
35847,1
1333,0
15375,0
22759,0
37559,0
53385,1
39513,0
53631,1
29471,1
54872,0
42164,1
53513,1
25473,0
5260,1
342,1
54748,0
46070,0
54711,1
30615,1
22196,1
12922,1
56980,1
34771,1
43475,1
15123,1
38834,0
23850,0
9892,0
47782,0
13601,0
21577,0
12676,0
30488,0
37323,0
31892,1
25643,1
38931,0
44651,1
31928,1
17439,1
3584,0
52538,0
7552,1
31151,1
26186,0
17803,0
39264,1
31002,0
41510,1
5903,1
45171,1
22856,1
48033,1
22447,1
17669,1
12841,0
42692,1
9490,0
28045,1
37334,0
46175,0
45427,1
47487,0
24104,0
21177,0
45774,0
51463,0
9526,1
3226,1
34604,0
41362,0
41116,1
43112,1
13006,1
51972,0
38763,1
52643,1
2324,1
46426,1
7680,1
38382,1
31634,0
2592,0
27452,0
35293,1
16945,1
25372,0
40117,1
17578,1
34085,0
14705,0
2456,1
30363,0
21088,0
50681,1
31194,0
47394,0
30734,1
37887,0
30624,1
24207,0
2315,1
2042,1
42505,0
42067,1
8860,1
1597,1
49095,0
16994,0
52366,0
37143,1
26991,1
54332,0
31431,1
1139,1
10976,0
14204,0
17513,1
36278,1
38161,1
11547,1
6009,0
34989,0
21639,0
45201,1
27546,0
53599,0
22979,0
32289,0
2235,0
34351,1
14747,0
29614,1
51631,0
3614,0
12720,1
37133,1
45160,1
18801,0
40976,0
51348,0
8409,0
37375,1
4800,0
5583,1
15409,0
45107,1
6742,0
11135,0
34294,1
33035,0
31954,1
25496,0
4704,0
7620,1
54539,1
3085,0
14153,0
6084,0
41894,1
28977,1
7289,1
53148,1
23153,1
3553,0
50330,1
35089,0
46332,0
18419,1
47835,1
22220,0
40736,1
46954,1
33990,0
57018,0
30137,1
9636,0
27743,0
31396,0
9378,1
20528,1
3170,0
16717,1
10506,0
37026,1
11414,0
6660,0
28202,0
55379,0
30785,1
25198,1
15141,1
17630,0
23273,1
21746,0
30445,1
19624,1
26789,1
31637,0
30524,0
8825,0
24476,0
20214,0
6028,1
17044,0
16053,1
35279,0
18048,0
15978,1
7373,1
38766,0
37443,0
26715,0
41954,0
40407,0
54439,1
51898,0
48882,0
12866,1
14085,0
44973,1
25533,0
1200,0
26152,1
32154,0
14381,1
47991,0
46415,1
22896,1
14000,0
44486,0
3867,1
3905,1
52344,1
50334,0
48832,0
4393,1
26405,0
16878,1
50732,0
39710,1
55737,0
13860,0
3062,0
36776,0
2836,0
2908,1
25096,0
44870,0
20440,0
1422,0
56713,1
16782,0
12142,1
12668,0
10784,0
1177,1
36164,1
55996,0
9920,0
2273,0
41482,1
57146,0
40061,0
14151,1
24151,0
50349,1
770,1
56816,0
46989,0
48862,1
8675,1
22846,1
46274,0
39806,1
21945,1
19846,0
15421,1
12186,0
45347,1
22622,1
48669,0
31159,0
48937,0
26427,1
16480,1
19464,0
56150,1
44660,0
9428,1
25184,0
6437,0
21444,0
13920,0
15600,1
25689,1
775,1
48443,1
21330,1
23875,1
8685,1
48102,0
34186,0
10707,1
50774,0
20169,0
8283,1
40653,1
13444,1
17600,0
9900,1
56551,0
24115,1
46855,1
13645,0
7749,1
24156,1
43972,1
9794,0
23262,1
46758,1
50163,0
44920,0
21970,0
15028,0
31710,0
34408,0
20044,0
18087,1
6398,0
38354,0
52451,1
40661,0
55367,0
1924,1
8562,0
6615,0
19839,0
35922,1
47106,0
18019,1
37388,0
10365,1
5078,1
12811,1
50964,0
41662,0
4231,1
53793,0
46025,1
27540,0
28890,0
22369,0
44508,1
13683,1
41711,0
23429,0
39224,0
24291,1
3540,1
41636,0
5740,0
4419,1
50922,1
43101,0
36888,1
52038,0
4161,1
28665,1
51618,1
38428,0
5151,0
40397,1
42936,1
31037,1
4376,0
15071,0
35321,0
26995,1
2480,1
44906,0
15158,0
19929,0
13967,0
46150,1
10105,1
27258,1
49596,0
13002,1
16852,1
57190,0
40628,0
52055,1
53541,0
2903,0
7629,1
30343,0
28102,0
41345,1
36467,1
8197,1
39356,1
20474,0
9161,0
28772,1
41468,1
30775,1
23608,1
32728,1
53272,1
20473,0
56547,1
43111,0
35856,1
53824,0
3214,1
4557,1
45373,0
24867,0
28152,0
46547,0
36700,1
53839,0
33064,0
17037,1
30544,0
47303,0
26916,1
38905,1
3403,1
43464,1
2760,0
18447,1
26806,0
5781,0
25296,1
2313,0
6789,1
48946,0
5115,1
36294,1
47857,1
43978,1
12935,1
10903,0
18787,0
34436,0
26456,1
8701,1
15334,1
18896,1
33603,1
6234,0
19766,0
34834,0
32690,0
4125,0
13669,0
50602,1
27031,1
22486,1
338,1
16617,1
10255,1
19270,0
42735,0
9783,1
32049,1
49484,0
36689,0
54521,0
22559,0
8311,1
56967,0
54382,1
18351,1
23488,1
32291,1
18606,0
42081,0
53406,1
34678,0
47361,1
12073,0
17524,0
52021,0
31908,1
28662,0
44390,1
36877,1
2550,1
3865,1
44192,0
5133,0
28397,0
53605,1
31138,0
5800,1
7023,1
28959,0
6288,1
22106,1
55282,1
48040,0
52298,1
41996,1
15963,1
5341,1
31148,1
3317,0
34174,1
26411,0
57182,1
18929,0
825,0
46380,0
2159,0
48661,0
49987,0
18557,0
8956,0
35517,1
26394,0
35601,0
37738,1
39302,0
53187,0
50570,0
49873,1
32384,1
52254,0
24848,1
54081,1
44981,0
39001,0
2639,1
44338,0
12768,0
50283,0
2309,1
1735,0
15784,0
49348,1
18080,1
36852,0
35146,0
12194,0
55356,1
46300,1
4998,1
19401,1
40030,1
42773,0
35278,1
14801,1
15116,1
1541,1
29885,0
12430,1
15845,0
40544,0
49171,0
52675,0
34162,1
47202,1
11370,0
56691,1
25811,1
14199,1
44888,1
769,0
18503,0
54637,0
55752,1
45690,1
50939,1
44108,0
40620,0
33557,1
30939,0
31929,0
43824,0
52503,1
12594,1
46006,1
13372,0
6015,1
34518,0
21866,1
55090,0
97,1
15255,0
26807,0
4901,0
16036,0
7003,1
16380,1
12870,0
13254,1
51071,0
26168,0
55585,1
46293,0
51832,1
31790,0
4705,0
27207,1
19357,0
399,0
35682,0
33337,1
17355,0
43808,0
9837,1
15241,1
38477,0
24119,1
8111,0
17537,1
56589,0
33843,1
3304,0
28894,0
26287,1
38810,0
52982,1
1348,1
51438,0
8356,0
12322,0
32327,1
15669,0
18256,0
29748,0
45487,1
61,0
2703,0
19017,1
22429,0
15194,0
10529,0
4438,0
4778,1
14218,1
43992,1
52726,0
42379,1
39113,0
40972,0
5395,0
32369,1
30200,1
38517,0
26311,0
659,0
15703,1
56298,0
42197,1
6943,1
54368,0
26270,0
22416,1
51161,0
23563,1
37461,1
23063,0
29456,0
11852,0
26130,1
14364,0
54576,0
27518,0
39781,1
25172,0
46126,0
31072,0
28070,1
21171,0
54676,0
111,0
37200,1
27874,0
31751,1
31644,0
3440,1
45471,0
7286,0
26378,0
5863,1
33289,0
