,Label
56775,1
23326,1
45625,1
56182,0
6345,1
6824,1
26617,0
26213,1
16463,0
6884,0
3533,0
4248,1
42805,0
41996,0
32603,1
10852,1
6586,0
38519,1
35077,0
39645,0
8214,0
22932,1
145,1
30638,0
47598,0
41017,1
28551,1
27110,1
27673,0
47864,0
32593,0
49327,1
32498,0
1127,0
33773,1
10016,1
17793,1
1358,0
20456,1
22228,0
26002,1
25191,0
18214,0
30336,1
43661,1
15674,0
4394,0
39510,0
33030,1
56385,1
21389,1
40759,0
56866,1
22345,1
28547,1
10012,0
10047,0
8356,1
25637,1
9012,0
37570,0
27439,1
55535,0
1886,1
42835,0
39872,1
14170,1
4711,0
44942,1
19285,0
19415,0
27531,1
55217,1
46426,0
47928,1
27278,1
6210,1
23464,0
1763,0
43840,1
38962,1
27418,1
28796,0
266,1
37966,1
54293,0
38955,1
38772,0
16591,1
37261,1
40876,1
27145,0
10384,0
37834,1
52339,0
10133,1
14883,1
24489,1
6975,1
50547,0
25503,0
52276,0
7261,0
28603,0
56929,1
9615,1
48766,1
6739,1
6584,1
1872,0
30238,1
10791,0
53691,1
50445,1
11553,0
14162,0
36352,1
8096,0
1203,1
2277,0
10284,0
9613,0
16289,1
4322,1
3957,1
30544,0
36665,1
52689,1
10768,1
4859,0
54547,0
3238,0
22671,0
27049,1
49254,1
32522,1
45073,0
44434,0
31696,1
10817,1
6221,1
4521,0
21488,0
54502,1
47766,0
47893,1
35695,0
755,1
18761,1
18097,1
14876,0
7903,0
42420,1
18678,1
30005,1
29673,1
9278,1
42931,1
25349,1
14932,0
27485,1
51177,0
10971,1
11962,0
5568,0
31381,1
43776,1
26407,0
56229,0
78,1
32064,0
15860,1
31997,1
31116,1
24290,0
5918,0
5901,1
543,0
9164,1
35900,1
9475,1
48232,0
50507,1
54152,1
21937,0
27924,1
53089,0
24770,1
5359,1
48639,0
37365,0
17845,0
41437,0
11610,0
2990,0
19625,0
13495,1
47843,1
1574,1
6218,1
44179,0
40226,1
35431,0
15236,0
15070,0
5685,0
26965,0
29220,0
44690,0
2900,1
55509,1
49852,1
28871,0
27479,0
29120,1
26379,1
19513,1
5328,0
29782,0
469,1
14918,0
43359,0
11714,1
32004,1
54129,1
34571,1
51618,0
23566,0
56752,0
51283,0
15602,1
1946,0
36671,1
35295,1
19829,0
11374,0
20079,0
4704,1
20369,1
21749,1
27739,0
41621,1
43413,1
53268,0
47013,1
44749,0
31796,0
50904,1
43816,0
43433,0
35451,0
942,1
8636,0
8446,1
48680,1
41907,0
53779,1
42806,0
46092,0
13885,0
16165,1
15097,0
42432,1
27429,1
12904,1
46633,1
12783,0
11877,1
4856,1
6907,1
43865,0
51798,0
40970,0
27176,1
38193,0
46900,1
872,1
29054,0
40332,1
48999,1
7871,0
33417,0
10321,0
32507,0
25649,0
43984,0
39363,0
12815,0
22457,0
52628,1
8215,0
25065,0
12179,1
10853,0
50509,0
47039,0
14285,0
27408,0
41330,0
15792,1
11921,1
47394,0
36379,1
48631,0
44340,1
30800,0
27212,0
28881,0
40765,0
56329,0
13419,0
10790,1
52661,1
12407,1
29034,1
32450,1
27788,1
52856,0
46408,0
14335,1
54442,1
45967,1
47513,0
40764,0
29651,0
30903,1
51193,1
36521,0
4444,0
45953,0
3646,1
23694,1
15980,0
17913,1
50900,1
32926,1
55084,1
12565,0
19496,1
15537,1
11916,1
3772,1
19121,0
13850,0
13535,0
41225,0
52625,1
32316,0
46190,0
22446,0
48494,1
46482,1
1485,1
18512,1
8256,0
13549,0
44483,1
48361,1
54605,1
20263,1
8844,0
834,1
28116,0
4317,1
20020,1
43148,1
41407,0
22230,0
649,1
20060,0
52154,1
44401,0
45944,0
2092,0
48100,1
56205,1
5211,0
37170,0
7806,1
23094,0
40916,0
6778,1
9298,1
30898,1
12501,0
45615,1
18844,0
18264,1
15682,0
922,0
13822,0
10204,0
31047,0
13018,0
33847,1
46134,0
10583,1
27372,1
45886,0
2866,0
20936,1
56781,0
4898,0
47689,0
48516,1
9246,0
43161,1
28379,0
54438,0
37779,0
11700,0
27017,1
43566,1
28143,1
12652,0
11340,1
39390,1
16595,0
43638,0
14417,0
25989,1
1422,0
11867,0
38562,1
39232,0
2433,0
31,0
38219,0
46502,1
32668,1
8705,0
22541,0
30250,0
36209,1
29919,1
11454,0
49854,1
29160,0
39529,1
1682,0
4621,0
999,0
1061,1
55840,0
41574,0
20863,0
37277,0
43909,1
36234,0
34613,0
7034,1
36974,1
49129,0
54754,0
48658,1
15464,1
30497,0
38876,0
8637,0
20738,1
42259,0
18993,0
2959,0
37970,1
48497,1
32335,1
26415,0
29260,0
4745,1
45310,0
24142,1
32635,1
44014,1
27751,0
43868,1
40662,1
14832,0
39250,0
15814,0
11748,0
39182,1
25540,0
18706,0
46603,0
52946,1
55437,1
21510,1
30410,1
50902,1
51608,1
30092,0
17055,0
4281,1
42469,0
34818,1
45522,0
13170,0
56045,0
4472,0
31021,0
47993,0
44535,1
52241,0
46471,1
51012,0
55477,1
54433,0
53569,0
6017,0
25054,0
104,0
50494,1
11764,0
41429,0
30512,0
1131,1
26894,1
17731,1
18369,1
41342,1
1831,0
54174,0
46888,0
31670,0
30222,1
46324,0
24166,0
25735,0
969,1
38678,1
45726,0
26534,1
42480,0
37280,1
40306,1
57218,1
18824,1
42143,0
7800,1
30626,1
29209,0
49738,1
52782,1
41860,0
6485,1
22100,1
34114,0
29709,1
5007,1
14115,1
44657,0
19911,0
19973,1
52751,1
44834,0
42992,1
56798,0
9575,1
23786,1
28694,0
45792,0
15320,1
2118,0
55521,0
46065,0
28647,0
33871,0
43505,1
31503,1
39323,0
32789,1
17217,1
42381,0
42974,1
8825,1
9270,1
20503,1
50086,0
39320,0
4383,0
54994,1
7289,0
41023,1
48262,0
52132,1
49590,0
22214,1
8512,0
22396,0
30189,1
37592,1
2707,0
55819,1
3603,0
47045,0
20871,1
21807,0
45082,0
7966,0
54023,1
26907,1
26477,1
46875,1
22891,1
23817,1
38287,0
10689,0
14824,1
37246,1
25575,1
22890,1
44976,1
19,0
5046,1
25616,0
47488,0
30812,1
45060,0
39118,0
6332,1
56553,1
42476,1
34816,1
47701,1
31720,0
28673,0
44563,0
37919,0
49867,1
39908,1
52951,0
27410,1
23437,0
16044,0
35147,0
10079,0
54269,0
9217,0
33732,0
14098,1
24526,0
31089,0
34066,1
49316,1
3271,0
20510,1
917,0
28,1
3892,1
50173,1
52834,1
5587,0
24099,1
39203,1
16060,0
38173,1
1349,0
36394,0
54678,0
37833,0
23155,0
1657,1
33516,1
21545,0
884,1
34267,0
28458,0
4664,0
18834,0
11097,0
54689,1
3885,1
35252,1
51905,0
39415,1
8275,1
23418,1
54947,0
41374,0
32878,0
37439,0
56646,1
37782,0
31535,0
26554,0
796,0
1548,0
27501,0
28503,0
34274,0
36151,1
41549,0
35013,0
12368,1
39744,0
31395,1
16882,0
15315,0
25272,0
12938,1
38328,1
20416,0
38056,1
42006,0
20459,0
41583,0
56354,0
24062,1
35465,0
19159,1
56185,0
54,0
32238,1
32659,0
17782,1
29846,1
38151,0
952,1
1049,0
29324,0
40268,1
25045,0
53970,0
31704,0
39487,1
4958,0
23080,1
45194,1
36593,1
35291,1
40853,1
673,1
20042,0
41899,1
14901,0
10093,1
52839,0
4880,0
29939,1
34905,0
23549,1
19093,1
56658,1
19881,1
17370,1
43682,1
35364,0
14149,1
37073,0
43668,1
20890,0
38050,0
7577,0
25730,1
50603,0
30,1
5424,0
51236,0
21075,0
32786,1
6829,0
51809,0
12810,1
47231,0
39666,1
17732,0
34499,0
35453,0
22093,1
30052,1
28604,1
44762,0
49020,0
20684,1
30549,0
19924,0
14190,1
33320,0
24335,1
52573,1
18230,0
10537,0
25508,1
37287,1
28374,0
54914,0
45901,0
4123,0
13974,1
22634,0
32933,0
40384,0
14829,0
15795,1
25866,1
5467,0
14872,1
23230,1
1180,0
32352,1
24735,0
32119,0
45080,1
23473,0
33067,1
48674,0
8575,1
29713,1
37380,0
44186,0
57099,1
37325,1
37159,0
17786,0
36228,0
53362,0
11853,0
52345,0
22102,0
41029,0
38323,0
55467,1
24444,1
30287,1
44289,0
23489,1
55926,1
26785,1
19968,1
34060,1
51055,1
27766,0
36058,0
29497,1
20297,1
23380,0
43380,1
37569,0
10578,0
6806,0
26846,1
11737,0
43825,0
53000,0
8788,0
44205,0
2262,0
1862,0
47212,1
21397,1
11175,0
35441,1
1021,1
22426,0
4333,1
21638,0
21132,0
26010,1
32845,0
16563,1
8805,1
17873,1
1163,1
26433,1
32834,0
41207,1
40808,0
54512,1
27170,1
21351,0
51357,0
26804,0
45652,1
48726,0
1923,0
15577,1
2631,1
28555,0
7876,0
41827,1
31284,1
47845,1
9255,0
26871,0
33899,0
28545,1
55812,0
32229,0
13706,1
34207,1
11292,1
49386,1
55921,1
41576,0
25189,0
26967,1
8617,1
44659,1
30240,0
27686,1
2125,1
14946,1
17536,1
10419,0
54105,1
6033,1
48283,0
21952,0
12074,1
34087,1
18215,0
7269,0
30046,0
18118,1
27832,0
51394,0
48947,0
52360,0
28450,1
19478,1
43488,0
34578,0
34996,1
46608,1
44555,1
17549,1
24251,1
56459,0
48156,0
30220,0
52716,0
50147,0
4040,1
31379,1
38281,0
49979,1
45612,0
55837,1
26699,0
417,1
26473,0
25246,0
33003,1
40450,0
5883,1
24472,1
18754,0
35379,1
6212,1
2881,0
54765,0
31079,0
23704,0
46950,0
56342,0
53210,0
19798,1
30567,1
13415,0
21170,1
28000,1
39088,1
8095,0
16797,1
1901,1
2456,0
38529,1
13446,1
175,1
51600,1
52341,1
48252,1
2215,1
47113,0
8521,1
11576,1
10504,0
3023,0
6441,0
47888,1
124,1
1110,0
17863,0
40702,1
48144,0
27140,1
13678,0
55816,0
41447,0
50299,1
8206,1
44125,0
3681,0
20747,0
2507,0
10598,0
27397,0
22681,0
30927,1
40469,0
14487,0
38899,1
35674,0
30114,1
15707,1
3211,1
20675,1
54637,0
13371,1
32149,0
27715,1
32866,0
2480,1
11140,0
55498,0
1202,1
51305,1
1512,0
23791,0
33749,0
15413,1
27682,1
1264,1
31941,1
55856,0
3852,1
16038,0
20045,0
31247,1
56464,0
30374,0
11771,0
24590,1
31532,0
36579,1
56754,0
46470,0
27178,0
56930,1
52775,1
38146,1
49628,1
23348,1
18672,1
23413,0
28247,1
35526,0
34853,1
17991,1
29859,0
22045,1
27725,0
41528,1
25001,1
21415,0
8924,0
14174,1
4435,1
8810,1
1553,0
8391,0
33561,0
2738,1
15442,1
21757,1
43476,0
29205,1
4227,1
35375,1
27335,1
33419,1
50595,1
17728,0
10835,1
39011,1
32885,1
2345,1
11682,0
21754,1
41943,1
9239,0
42115,1
56604,0
29258,0
47439,0
39289,1
35459,0
18595,0
1890,1
14462,1
3119,1
23117,0
39947,1
16977,0
15069,1
45510,0
38236,1
45765,0
22393,1
34341,0
20011,1
30850,0
50153,0
25662,0
36678,1
50741,1
26906,1
45576,1
29277,0
27582,0
27405,1
48208,1
8465,1
13769,1
36230,1
13179,0
34065,1
25942,0
50977,0
11611,0
34351,1
53100,0
25983,0
22211,1
45743,0
32602,1
17407,0
29094,0
14837,0
47618,0
17087,1
40331,0
9718,0
14920,0
832,0
37474,1
21090,1
19834,1
45614,1
47068,0
38404,1
52333,1
50368,0
15857,0
34804,1
8837,1
2029,1
29838,0
39366,1
13131,0
28209,0
12894,0
5486,0
33698,0
19746,1
35500,0
16869,1
5621,1
33120,0
9660,0
24077,1
42663,0
10813,1
18631,0
6686,0
41740,1
1866,1
53616,1
2474,0
37165,0
41518,1
34469,1
42287,1
951,1
50291,1
25493,1
27257,0
18662,0
40414,0
12795,0
5394,0
29769,0
51663,0
43406,0
40692,0
10356,0
15737,0
34674,1
4404,1
23926,1
4930,0
25266,0
38352,1
40783,0
7506,1
34458,1
21424,1
22237,0
51504,0
36608,0
27374,1
49800,1
56898,0
34175,1
28229,0
36653,1
16618,0
45150,1
12489,0
28870,1
36377,1
20317,0
35530,1
54699,0
20404,0
5088,1
2843,1
29167,1
18295,1
27340,1
6366,1
29889,1
45971,1
21067,0
52493,1
33712,1
15341,0
35292,0
52863,1
31109,0
33920,1
36022,1
23972,1
55796,0
25117,1
241,1
44402,1
21759,1
1987,1
10666,1
54604,1
6349,1
34057,0
42567,0
56789,0
21250,1
17820,0
20100,1
26925,1
52440,1
26095,0
8389,1
49334,0
2545,1
42466,0
10481,1
48308,0
51917,1
51730,0
54086,1
47957,1
41014,1
52107,0
28067,0
22630,1
28799,1
28834,0
33153,0
47616,0
48079,1
7746,0
24158,0
21465,1
49273,1
5376,1
460,1
17340,0
1148,0
12156,0
48826,0
901,1
44569,1
23178,0
45164,1
31698,0
56224,1
55274,0
37221,0
21009,1
26623,0
54556,1
5227,1
13042,0
51499,0
47338,0
36325,1
23774,0
38110,0
7757,0
53022,0
50430,1
24794,1
11854,0
55436,1
30807,0
40336,1
20902,0
46893,0
7945,1
30690,0
46518,0
51735,1
34123,0
1568,0
27749,0
48355,0
40523,0
7646,1
8101,0
15053,0
480,0
36622,1
39159,1
7492,1
41962,1
30625,0
34261,1
21917,0
45795,0
7939,1
10854,1
14755,0
30348,0
26096,0
56312,1
47899,1
14294,1
55984,0
9214,0
14122,0
23153,0
16365,1
55311,1
17986,0
29291,0
9077,1
13984,0
34650,0
56399,1
52711,0
25372,0
21210,1
15812,1
28398,1
50744,1
33864,0
55014,1
9524,1
2108,0
19032,0
30375,0
52299,0
32849,1
18619,1
12283,1
18399,0
53374,0
46248,0
53739,0
9996,1
797,0
25470,0
27866,1
45644,0
56677,0
41671,1
43078,0
16199,1
2513,0
16681,0
13886,0
55531,1
33099,0
26568,0
37737,1
1646,0
9304,0
38277,1
52754,1
52192,0
4098,0
36925,0
33439,1
43482,1
39233,1
3475,0
41959,0
56810,1
8376,1
10414,1
18420,0
27045,0
25020,1
29783,0
19079,1
40495,1
18120,0
12632,1
12157,0
14374,0
13821,0
28219,1
10496,0
1346,1
15802,0
4681,1
37385,0
15992,0
39283,1
38205,1
57137,1
4312,1
1434,1
34386,0
15815,1
48293,1
35537,1
2362,0
1958,0
12127,0
26105,0
35249,1
22000,1
41917,0
21357,0
30393,1
12387,0
3719,0
29659,0
32487,0
54890,0
42819,1
16915,1
33770,0
32939,0
44198,0
22646,0
1609,1
8401,0
35553,0
33916,1
41752,0
38390,0
11888,0
13723,0
24577,0
52825,1
15909,0
38229,0
1210,0
2637,1
14662,1
29896,0
41044,1
3166,0
30266,1
35767,0
8648,0
22872,0
41884,0
45829,1
55494,0
22766,0
1153,1
8128,1
47298,1
22853,1
17688,1
24499,0
25236,0
52577,1
407,0
51113,1
11502,1
12126,0
44570,1
21320,0
22620,0
11411,1
30188,1
27729,1
10707,0
52286,0
51317,1
1245,0
874,0
11855,1
23513,0
47056,1
13548,1
46165,0
24342,1
21413,1
3803,0
43146,1
4262,0
43558,1
49372,1
42112,1
7533,0
31268,1
6478,1
21372,0
39317,0
5071,0
48974,1
19473,0
56278,0
44501,1
6270,1
52323,0
20906,0
46098,0
53562,0
33084,0
7090,0
55421,1
143,0
17626,1
2309,1
56058,1
20085,1
11231,0
39200,1
39986,1
8911,1
56925,0
19124,1
45255,1
37612,0
33720,0
20957,0
6268,0
29728,1
37260,1
2116,1
5391,0
8888,0
21499,1
1450,1
29151,1
28228,0
5757,1
43729,0
23384,1
21670,0
56324,0
49090,0
51346,0
35041,0
33697,1
38691,0
28629,0
28121,0
46705,0
22597,1
29201,0
19601,1
51632,0
50027,0
53194,1
47579,1
33235,0
7661,1
28363,1
44771,1
26627,1
34113,0
32185,1
25831,0
3210,1
32091,0
36010,0
20670,0
19556,0
22253,0
54709,1
50751,0
38165,1
1087,1
55602,0
52469,0
6923,0
35528,0
3689,1
39093,1
38088,1
5759,1
53712,1
40822,1
20029,1
3605,1
38086,0
50090,1
16581,0
22046,1
53997,1
13098,0
15761,0
30274,0
51725,0
15639,1
33627,1
22777,0
40165,0
47369,1
44442,1
47963,0
1751,0
31037,1
39951,1
26438,0
30167,1
4659,0
54831,1
12990,0
30168,1
34630,0
39964,1
27895,1
26564,1
14652,0
8130,1
48007,1
47808,1
37531,0
15822,1
28951,1
33508,0
29685,0
24782,0
50300,1
13358,0
4548,0
627,1
41905,1
11541,1
10238,1
45263,1
10245,1
3423,0
6277,1
9230,0
20293,1
7792,0
36745,1
38952,1
32356,0
41138,1
38234,1
44377,1
16415,1
6865,1
50690,0
49610,1
46160,0
8905,1
18628,0
33011,0
54416,0
18637,1
50715,0
4056,1
21407,0
56430,0
10220,1
6619,0
28147,0
24490,1
47736,0
26664,1
22900,0
29748,0
29675,1
33443,1
9357,0
44495,0
35913,1
28410,0
38862,1
39003,1
28734,1
9288,1
13481,1
2037,0
5073,1
41357,0
51846,0
3190,1
36233,0
22615,1
30627,1
3644,1
37331,0
13887,1
19019,1
38310,0
4336,0
25803,1
47582,1
26235,0
41470,1
50407,0
46830,1
50406,0
30136,1
33386,0
37542,1
18916,1
7427,0
29055,1
35529,0
19476,0
1853,0
5199,0
4944,0
53319,1
27459,0
9557,0
21865,1
31474,0
13113,0
36117,1
34212,1
51698,0
18309,1
41937,0
11991,0
43222,1
14971,0
1282,0
11217,1
54523,1
5047,1
29990,0
55657,0
12857,0
9486,1
53973,1
23992,1
54710,0
9790,0
4650,0
23283,0
30616,1
4228,1
54240,1
55869,1
36088,0
54177,0
5463,0
30726,1
51185,1
38884,0
35548,1
44986,0
41432,0
47539,1
29825,0
4160,0
32605,1
8003,0
10553,0
25100,0
39169,1
33202,1
16701,1
31355,1
54870,0
28275,1
44562,0
55672,0
53574,0
6297,0
25542,1
44796,0
35207,0
16612,1
33383,0
9108,1
43461,1
43175,1
33856,0
23578,1
50734,0
5307,0
29737,1
7739,1
22170,0
112,1
22683,0
31552,1
33592,0
19378,0
42096,0
19350,1
36869,0
43808,0
5504,1
41457,1
19640,1
30924,0
55433,0
25668,0
43910,0
2758,1
12079,0
16117,1
25910,0
2680,1
1081,0
43752,0
30601,1
21724,1
8327,0
15952,0
6990,1
11366,0
8053,1
50498,0
2340,1
20289,0
28719,0
47803,1
49048,0
35845,0
23842,0
15941,1
43869,1
5680,1
29062,0
24546,1
21134,1
52022,0
13571,1
17604,0
28755,0
31850,1
38565,1
47834,1
26092,1
40659,0
31583,0
15532,0
54515,1
20007,1
28078,1
14403,1
1638,0
34433,1
22834,0
27763,0
23797,0
10963,0
47880,1
46655,1
41638,1
17495,0
32362,1
331,1
42355,0
49121,0
29679,1
36766,0
97,1
35329,0
4422,0
2651,0
213,0
34947,0
52021,0
10448,0
41529,0
12033,0
9328,1
56567,0
51387,0
41262,0
9944,1
46487,0
17956,0
7788,0
1824,1
12623,1
794,0
43634,0
8972,0
33978,0
27886,0
49300,1
50323,1
13404,1
15686,1
43571,1
5990,1
7008,1
42329,1
16046,0
7827,0
6127,1
42043,0
40918,0
52591,1
35096,0
31813,1
13987,1
33511,0
5178,0
44467,1
30449,1
29016,0
41976,1
33597,0
50405,0
52602,0
8821,1
8298,0
52875,1
24094,1
27450,1
22749,0
6822,0
21402,0
25358,0
21560,1
25296,1
41689,0
25965,1
16594,1
25923,0
1959,0
18856,1
36274,1
24231,0
56851,1
20520,1
47386,0
7627,0
40761,1
25056,0
18075,0
5274,1
32216,1
47826,0
15633,0
31672,1
47174,1
1188,0
46732,1
390,0
40686,0
23591,1
2558,0
32188,1
29826,0
55160,1
44064,0
55987,1
53572,0
40676,1
6450,1
29554,1
5774,0
14263,0
34285,1
43193,1
13133,1
36016,0
5449,0
46645,1
39670,0
41055,1
44142,0
46126,0
29460,0
23428,0
41219,0
47853,0
54288,0
49038,0
6676,0
50454,0
21429,1
54340,0
44111,1
2252,1
4796,0
6059,0
32639,0
44974,0
25222,0
45704,1
6647,1
53694,1
46182,0
10179,1
