,Label
52357,0
17738,1
25496,0
53520,0
44856,0
28355,0
21439,0
25209,0
10824,0
2972,0
55018,0
39877,0
19177,1
47441,0
11076,0
18072,0
15898,1
57153,1
35319,1
5940,0
32826,0
18899,1
36920,0
53473,1
18925,1
22693,1
39734,0
4578,1
2979,0
49656,0
41342,0
13532,1
38366,0
36649,0
30398,1
40518,1
23022,0
13331,0
7268,1
12419,0
29139,0
2921,0
33475,0
48472,1
53165,0
20011,0
20358,0
83,0
37093,1
23292,0
12877,1
24322,1
33755,0
56683,1
16854,1
31151,1
33234,0
27649,0
6847,0
26356,0
11238,0
23864,0
40285,1
32285,1
46782,1
40606,0
26731,0
19932,1
36255,0
30590,0
32648,0
22665,0
55258,1
32949,1
56774,0
30767,1
6079,1
35062,1
7726,0
1803,0
34724,0
20486,0
53968,1
18358,0
19731,1
47960,0
17280,0
24851,1
57007,1
39945,1
54132,1
22026,0
5488,0
43715,0
42680,0
25020,1
26084,0
30504,1
4636,0
40815,0
10818,0
39743,1
44500,1
36360,1
41603,1
32040,1
41198,1
43335,1
35107,0
24815,0
37067,0
49523,1
15554,1
31931,0
35543,0
32384,1
38722,0
51037,1
39853,0
26770,1
39485,0
43904,0
9715,0
23145,1
33700,0
46104,0
21050,0
41848,1
50779,1
56382,0
48835,1
36104,0
31184,1
20899,0
243,1
28786,0
23108,0
29396,0
39174,0
22574,1
52558,0
26861,0
42670,1
7107,0
52053,0
56186,0
36097,0
24263,1
51167,0
36664,1
6002,0
14952,0
38017,1
16904,0
37583,0
53513,1
42154,0
26778,1
37305,0
47285,1
45587,0
38447,1
6050,0
19160,1
14111,1
44880,1
21181,0
17950,1
39200,1
44076,0
48458,0
3728,0
31823,1
11207,0
35196,0
8526,1
36645,0
3012,1
41266,0
1916,1
24570,0
48625,0
53736,1
40387,0
56547,0
33931,1
22779,1
51469,1
47907,0
37803,0
5703,1
30938,1
50742,1
34136,0
54819,1
3505,0
11195,0
18419,0
4246,1
841,0
18024,1
37740,1
50594,0
52800,0
41405,0
32997,0
3025,1
31124,1
1015,1
35539,1
37916,0
42895,1
55704,1
20781,0
2311,0
14355,0
55455,1
41844,0
47529,0
13417,1
52135,1
20298,0
38057,0
45933,0
35029,0
30135,0
44877,0
33846,0
55334,0
5297,0
12243,1
51539,1
39969,0
9684,1
5423,0
11397,0
24879,0
43515,0
34343,0
31662,1
55559,0
40423,0
23275,0
46753,0
31698,1
31291,1
33069,0
24675,1
36865,0
34654,0
47891,1
24890,0
538,1
31430,0
32093,0
31060,0
34184,1
39689,1
16116,1
35913,0
688,0
12997,1
34026,1
24846,1
3327,0
24162,0
37452,1
4808,1
32641,0
15516,1
47970,0
8441,0
25880,0
25790,0
8159,0
50236,0
18200,0
4961,1
35408,0
37998,1
35718,0
10209,0
32609,0
56739,0
42004,1
376,1
27695,1
10004,1
56791,1
6476,1
5332,0
18092,1
9644,1
11607,1
18728,1
36470,1
35752,1
55705,1
5967,1
36426,0
19260,1
4118,1
11609,1
48988,0
45230,0
20440,1
15449,0
25801,1
10579,0
35227,1
34021,0
13883,1
38007,0
26846,1
13416,1
47017,1
39230,0
9579,0
40464,1
2128,1
29574,1
8181,0
46542,1
1355,1
21806,1
32523,0
2420,0
20163,1
27187,1
22596,1
20874,1
43042,1
42829,0
1859,0
39531,1
13802,0
22541,0
21042,0
26489,1
39776,0
29779,0
45925,0
45783,1
9998,1
55834,0
23144,1
52223,1
49779,1
27484,0
34623,1
54207,1
13533,0
21200,1
47547,1
54002,0
37408,0
11645,1
11396,0
46999,0
8787,1
27863,0
15448,1
40113,1
26901,1
10199,0
56563,1
37040,1
57071,0
25130,1
31277,0
42687,1
37876,1
40372,0
57038,1
25531,1
26490,0
36685,0
6593,1
20582,0
48239,1
49749,0
33675,0
38208,1
39457,1
16767,1
45128,0
40975,1
15636,1
41539,0
39864,0
50605,1
53607,0
27331,0
19583,0
45640,0
37339,0
41694,1
46874,0
10217,0
48365,0
50418,0
13010,0
45682,1
55257,1
7487,0
34703,0
15977,0
40674,0
44366,1
56300,1
16503,0
41256,0
5770,0
14007,0
19043,0
760,1
33804,1
22345,0
56056,1
9973,1
13515,1
1920,1
1271,1
14407,0
31928,1
28517,0
37961,0
10897,1
55120,1
34090,1
24355,1
14687,0
5277,0
44775,0
28437,1
44520,0
36337,0
41555,1
9434,0
8282,0
49651,1
48454,0
3048,0
1338,1
22787,1
41732,1
41404,0
42294,1
6739,1
10448,1
47284,1
13453,0
23363,1
36862,0
13606,1
54878,0
46898,1
45743,0
33006,0
47740,0
4959,0
52835,1
26727,0
48079,0
48700,1
33762,1
18078,1
35623,0
46919,1
37454,0
4312,0
33908,0
23643,1
15076,0
20913,1
5048,1
19094,1
55411,0
42015,1
19080,1
21631,1
57211,0
23104,0
26202,1
17635,0
37429,1
49077,0
42162,1
13866,1
55441,1
42363,1
20952,0
398,1
11721,1
54792,1
24967,0
14032,1
10358,1
21039,1
56285,1
23800,0
19977,1
52205,1
17440,1
5037,1
7274,0
21555,0
44246,0
34356,1
10238,1
24527,0
53156,1
39191,1
28222,0
12031,1
21510,1
18765,0
1176,1
14730,1
38036,0
5135,0
55319,0
43197,1
30084,0
24791,0
32407,1
484,0
45525,1
40304,1
39338,1
53965,0
51155,1
12834,1
48007,0
44795,1
23392,0
5727,0
14839,1
17570,0
17667,1
13991,1
21812,1
13421,1
28129,1
7403,1
17788,0
4171,0
44603,0
37877,1
36450,1
13560,1
19388,0
3970,1
56361,1
22439,1
47149,1
12115,0
7030,0
35313,0
23498,0
208,0
43167,0
51436,0
40624,0
41834,1
5236,0
45111,0
16239,0
52905,1
15051,1
5103,1
32486,0
28210,1
51172,0
35089,1
2002,0
17552,0
33142,0
37393,1
1764,1
41049,0
19796,0
22737,1
55263,0
38338,0
46745,1
5846,1
38194,0
41005,0
17863,0
40431,1
3147,0
29346,1
5641,1
56199,1
36381,0
456,0
11885,0
30410,0
56768,0
25497,0
26946,0
43315,1
2460,1
28867,1
55255,1
45629,0
23348,1
52335,0
28259,0
22142,1
38715,0
650,1
43394,1
36233,1
5876,1
41385,1
35776,1
48271,1
27489,1
24292,0
21204,1
23628,1
51361,0
23805,0
7631,1
54890,1
24792,0
26222,1
40402,0
55192,0
7551,1
49852,0
15435,1
11068,0
50185,1
46995,1
42360,0
3239,1
35535,1
34351,1
55555,0
10986,0
47000,0
38402,1
51992,0
35228,0
20391,0
1525,1
24339,1
43207,1
23558,1
56528,1
24939,1
45981,1
55709,0
54794,0
3643,1
127,1
31014,1
12867,0
49747,1
4128,0
19396,1
6468,1
54729,0
43678,0
546,1
15744,1
8506,0
46522,1
43525,0
3912,1
30862,0
53652,0
50302,1
22797,1
8548,1
33945,0
49240,1
46989,0
49124,1
12360,0
15420,1
15330,1
50453,0
34899,1
1597,1
14607,0
50948,0
54764,0
31065,0
56318,0
17487,0
39348,0
46274,0
37535,0
24374,1
4935,1
8541,1
41589,1
22065,1
7189,0
21937,1
19751,0
30802,0
18388,1
1724,1
49488,0
48332,1
4522,0
5648,1
42547,1
22902,1
10953,1
52253,1
25450,0
30418,1
39975,0
20601,0
41520,0
8870,0
7298,1
2456,0
24360,1
51282,0
17757,1
47767,0
35664,1
55831,0
18570,1
36687,1
41866,1
24298,0
7584,0
52418,1
50276,1
22426,0
51976,1
5570,0
57081,0
29664,0
56721,1
55302,1
11734,1
24901,0
35005,1
4124,0
12571,1
33778,0
23938,0
7826,1
46760,1
28552,0
30419,1
17119,1
36572,1
29756,1
19045,0
3479,0
55289,1
30851,1
34531,0
12418,0
32373,1
13762,0
1072,0
22726,0
39782,0
43798,0
53924,1
40567,0
6539,0
33848,0
15765,0
33062,0
44448,0
26195,1
6901,0
32975,0
47304,0
47437,0
5854,0
14208,1
33190,0
46092,0
38121,1
34049,0
44069,0
45845,1
4628,1
41713,0
46144,0
52348,0
28047,1
51350,0
13402,0
32087,0
46448,1
39616,0
24491,1
1749,0
21676,0
542,1
27946,1
17455,1
12490,0
15833,0
21369,0
35558,1
43126,0
52246,1
22744,1
261,0
9588,0
3841,0
6991,1
40047,0
34727,0
54664,0
50401,1
2153,1
21955,0
46593,0
11091,0
49683,0
54391,0
25907,1
18431,1
13333,1
2854,1
24774,1
31422,1
30259,0
49563,0
45303,0
48225,0
16604,0
35980,1
14068,0
20210,1
22462,1
18651,1
10520,1
39355,1
19158,0
4803,1
12079,1
6693,0
3928,0
27598,1
36243,0
42903,1
22492,1
3628,0
27815,1
35386,1
19039,0
42856,1
15000,1
20103,1
37224,0
34475,0
29498,1
42105,0
30417,0
49167,1
37545,0
37788,0
8930,1
16027,0
4585,1
4122,0
6052,0
9775,1
40762,1
7428,0
48196,0
31456,0
8398,1
20291,0
41311,0
55909,0
8743,0
33692,1
20388,0
54660,1
25069,1
56845,0
51187,0
26828,0
23491,0
9381,0
43136,1
43835,0
35764,1
42355,1
6358,1
25501,0
52568,0
39321,0
36714,0
56809,0
30666,0
39557,1
30290,0
16235,1
6451,1
20073,0
43033,1
12966,0
47979,1
19447,1
16970,0
8677,0
49238,0
14227,1
43022,0
8394,1
32691,1
5494,1
9042,0
44630,1
24925,1
34055,1
31597,0
10936,0
28022,0
30864,1
44803,1
29839,1
2772,1
32966,1
16266,0
7373,1
42409,0
18277,1
22422,0
47756,1
51466,1
48557,0
35854,1
1363,0
16431,0
2454,1
48830,0
51285,1
36828,1
37984,1
2664,0
53788,1
36972,0
18471,0
26281,1
36252,0
32743,0
4097,0
1578,0
14282,0
33812,0
48197,1
53101,1
11372,1
24051,1
13026,1
5386,0
28254,1
50104,0
49766,1
34844,1
26733,1
13195,1
281,0
28572,0
18788,0
9605,1
33586,0
53327,1
28416,0
51743,0
19358,1
26308,0
51086,0
1185,0
241,1
12504,1
46206,1
1668,1
14716,1
30057,0
20198,1
42967,1
1632,0
13944,0
49556,0
46163,0
20428,1
33997,1
44279,1
37826,1
42850,1
47015,0
36065,1
36459,1
28971,1
37648,0
18064,0
47531,1
54005,0
33801,1
22556,1
31068,0
53358,0
35675,0
21641,1
7839,1
17595,1
8551,0
3887,1
47957,0
13749,0
15751,1
21616,0
6577,1
21629,1
27597,0
17770,0
15746,0
43200,1
39752,1
50588,0
48690,0
9028,1
14534,1
38242,0
19403,0
41899,0
24891,1
32749,1
33323,1
17613,0
50443,1
1575,0
31131,1
4771,1
38832,1
37492,1
23429,1
13781,1
44412,1
23043,1
56785,0
42205,0
55148,0
55484,1
15071,1
26139,0
16310,1
6403,1
48262,1
50000,1
55446,1
13097,1
23815,0
28401,0
51579,1
42249,1
1430,0
48453,0
49781,1
39332,0
13649,0
21280,0
44658,1
13298,0
36015,1
40596,0
39637,1
54351,1
43765,1
21005,0
49318,0
47412,0
31407,0
55887,1
28936,0
51184,0
48623,0
34781,1
32103,1
29171,1
51201,0
48915,1
35791,1
38822,0
16720,0
43333,1
53635,0
47599,0
28207,0
50004,0
1940,1
40373,0
6152,1
19615,1
43997,1
57188,0
24740,1
3499,1
37693,1
7775,1
1407,0
26402,0
26822,0
28942,1
19350,1
4068,0
54464,1
36689,1
1339,0
45591,0
52556,1
54608,0
47039,0
35035,1
22105,0
25642,0
38581,1
13558,1
36331,0
8212,1
54481,1
48340,0
502,1
23180,0
17319,1
19014,0
24318,1
35522,1
18266,1
45135,0
3427,0
35181,0
7332,0
19864,1
34401,1
20019,1
3881,0
14352,1
25002,1
26092,0
51211,1
55632,0
51308,0
11154,0
52349,1
10096,1
18061,1
55097,1
27387,1
40477,0
15988,0
14091,0
35099,1
55618,0
21962,0
3259,1
30721,0
35970,0
32121,1
23003,0
27522,1
4412,1
36162,1
56853,1
19651,0
29475,1
37797,0
55990,1
43363,0
41636,0
53096,1
17814,1
16196,0
34037,0
6352,1
27391,1
16741,0
48728,1
7710,1
30452,0
42512,0
34169,0
34107,1
31867,1
151,1
1198,1
39561,1
27332,0
37133,0
16571,1
23078,1
27902,0
33120,1
12925,1
44621,1
41105,0
43090,0
39179,1
13128,1
17263,0
49690,1
39308,1
29359,0
35316,0
50869,0
24624,0
52579,1
5059,1
30256,0
35936,1
44580,1
7881,1
24539,1
417,1
43100,0
41749,0
5870,1
16435,1
414,1
21500,0
26588,0
48713,1
12410,1
49566,1
12122,1
13870,1
15446,0
2191,1
57113,0
7980,0
2208,1
3764,1
39,1
6809,0
10684,0
30353,0
18418,1
51171,0
47300,1
35844,1
55892,0
56319,0
41552,0
36069,0
30753,0
36529,0
36573,0
15179,0
41805,0
38909,1
20145,0
36591,1
7117,1
44917,1
56583,0
54633,1
43661,0
9148,0
41628,0
44127,0
14697,0
38574,1
9967,0
35840,1
557,1
4191,1
35464,1
43597,1
48155,1
12008,1
27075,1
7647,1
1100,1
33794,0
45129,1
53555,1
30357,1
34966,1
41330,1
6706,0
6070,1
2033,0
17803,0
4767,0
52897,1
2740,1
7795,1
53882,0
47163,1
15493,1
43927,1
11368,0
15135,1
18467,1
46536,0
56920,1
37054,1
4232,1
6338,0
14818,1
14546,0
52892,1
4644,0
54301,0
433,0
23434,0
26079,1
35971,0
4317,1
23782,1
53627,1
11097,0
30724,0
17962,1
31152,0
47164,1
6117,0
36034,0
3332,0
12901,1
26578,1
24262,0
14929,1
41275,0
2021,0
17851,1
55288,1
9883,1
13896,1
16533,0
40178,0
41861,1
48636,1
15258,1
16383,1
16935,0
52460,1
23977,1
17015,0
32321,0
14683,1
3033,0
15341,0
25144,0
30769,0
54969,1
38489,0
13774,1
49199,0
748,0
51766,0
28328,0
14138,1
53612,0
40361,1
23537,1
14350,0
3237,1
56810,0
8210,1
19273,1
893,1
43584,1
34910,1
39127,0
52684,0
44750,0
46332,1
17408,1
5426,1
30308,1
35555,1
36117,1
21726,0
3079,1
14042,1
17843,0
47306,1
29344,1
15989,1
36123,0
46664,1
44829,1
2267,1
53383,1
33663,0
39843,0
35046,0
4583,0
53170,0
27725,0
3968,1
13897,1
35077,0
4906,1
33686,1
10471,1
11113,1
7574,1
28567,1
24603,1
52830,1
26940,0
38267,1
43267,1
52445,1
13845,1
22236,0
43782,0
26810,0
45969,1
12132,1
305,0
30626,1
37370,1
16962,1
5271,0
16474,0
30056,1
10176,1
4075,0
20121,1
36778,0
14335,0
16493,1
14297,1
6224,1
26214,0
33728,0
42592,1
25635,1
27910,0
48449,1
19559,0
45340,1
17665,1
56466,1
12584,1
48229,1
15604,1
44811,1
48896,0
36542,1
17214,1
14618,0
42530,0
2511,1
3186,0
26225,1
23683,1
3381,0
57224,1
17648,1
7691,0
53523,1
32797,1
34460,1
48355,0
20576,0
6629,0
51771,0
3534,0
38126,1
40564,1
6327,0
46657,1
14874,1
42152,0
37440,1
42854,1
29433,1
12298,1
13174,1
50665,0
43048,1
9412,0
28990,1
8978,1
29300,1
27093,1
1074,1
23128,1
36058,0
9955,0
47534,0
45040,0
44149,1
29330,0
22515,0
30366,0
20643,1
3929,0
46899,1
38753,1
27561,0
55088,1
37335,1
42796,0
12009,0
18138,0
33798,0
5689,1
27422,1
21279,1
22710,0
23100,0
25933,0
53451,0
46582,1
24506,1
47728,0
32244,1
11552,0
34187,0
30172,1
52705,0
42889,1
47433,0
33748,0
35336,1
42349,0
53470,1
26176,0
5457,1
19332,1
15979,0
24238,0
49896,1
9426,1
17995,0
39779,1
41119,0
55453,0
27712,1
37951,1
53346,1
53202,1
46320,1
52759,1
54567,0
42207,1
22002,1
35872,1
1971,1
46476,1
1518,0
44623,0
33271,1
16847,1
11111,1
36019,0
5049,1
17247,0
55118,0
56945,0
17579,0
4795,0
14085,1
44972,0
17260,1
21810,1
3524,1
38419,0
44396,1
24601,0
49157,0
28515,1
14298,1
1035,0
43003,1
8245,0
30208,1
5414,0
53755,1
54453,0
3338,0
46232,0
39410,0
39568,1
41756,1
11026,1
14841,0
41994,0
39943,1
52422,1
5561,1
13125,0
49624,0
9457,0
23998,1
45710,1
55215,1
25176,0
32702,0
38081,0
31666,1
8241,1
41946,1
6589,0
35800,0
29377,0
9749,0
24397,1
5206,1
3415,0
44282,0
10192,1
2041,1
52169,0
41199,1
19827,1
2655,0
18704,1
26962,0
3095,1
22629,0
53440,1
6067,1
57125,1
21315,0
21049,0
50089,0
7363,1
56608,1
34622,0
25125,0
7196,0
5780,1
53792,1
53651,0
38513,0
32116,0
36976,0
31213,0
11931,0
41177,0
50505,1
32976,0
56697,1
44435,1
23465,1
50644,1
33204,0
40353,1
48466,1
1092,0
21671,0
12070,1
44032,1
8785,1
44083,1
32114,1
25421,0
28215,1
53410,1
53731,1
2828,0
23354,0
28741,0
36259,1
31922,1
48800,0
53230,0
18316,1
50511,1
16055,1
53003,1
5912,1
3188,1
27442,1
54122,1
46444,1
50654,0
28312,0
28641,1
28399,1
41409,1
54457,1
21820,0
13625,0
21132,0
45062,0
30404,0
50414,1
25372,0
45462,1
12197,1
30901,0
1214,1
38026,0
24689,1
12222,1
35304,0
28287,0
48418,1
13332,1
38195,0
9157,0
20612,1
56623,1
45027,1
44414,1
28545,1
43349,1
51819,1
15025,1
21823,0
52965,1
27291,1
27085,0
28781,0
49054,1
22149,1
41179,1
25023,0
52125,0
53509,1
47136,1
23860,0
11775,0
31414,1
7400,0
8909,0
7004,1
8688,1
693,1
56475,0
13887,1
20881,0
6892,1
5769,1
45163,1
14362,0
13346,0
49738,1
16091,0
12890,1
34410,0
54771,0
8759,0
25820,0
47492,0
26270,0
2233,0
44833,0
43932,1
7698,1
17520,0
2442,1
15645,0
43521,1
55294,0
43745,1
12564,1
42762,0
18528,0
8413,0
3533,1
7778,0
7329,0
56645,1
50544,0
46272,1
44760,1
8258,1
18890,1
47630,0
33817,0
14861,0
24237,0
47931,1
53112,0
24617,1
49809,0
43540,1
23215,0
45502,1
34015,0
33953,0
19241,0
20816,1
14872,1
13516,0
26129,1
42668,1
14499,0
27611,1
2365,0
46068,0
42499,0
12433,1
12396,0
53781,0
20122,1
25700,1
45450,1
37937,1
31304,1
27081,1
7148,0
52102,0
32659,0
12296,0
25138,1
70,1
9397,1
55978,1
52772,0
9043,1
24471,1
23110,1
55808,1
36304,0
20897,1
4301,1
7278,0
54475,0
24072,1
34280,1
21112,0
56531,0
36182,1
4281,1
27698,0
5100,0
656,0
30427,1
25876,1
21565,1
14492,0
17944,1
19509,0
1501,1
33810,0
43606,1
44392,0
41396,1
20795,1
7594,1
47253,1
13121,1
55894,0
42293,0
55272,1
44533,0
12000,0
44009,0
9062,0
17640,1
49708,0
21526,1
12782,1
38905,0
37959,0
45442,1
52687,0
11532,0
20120,1
